question,answer,steps,n_hops,root,target,split
Every scrompus is a yumpus. Every rompus is a shumpus. Wren is a dumpus. Every scrompus is a impus. Every vumpus is a rorpus. Every gwompus is a gerpus. Every gerpus is a vumpus. Every chorpus is a scrompus. Every chorpus is a jompus. Tom is a gwompus. Every rompus is a scrompus. Every bompus is a rempus. Every shumpus is a bompus. Every vumpus is a numpus. Every bompus is a rorpus. Every rempus is a yumpus. Every tumpus is a jelpus. Oliver is a tumpus. Oliver is a rompus. Every bompus is a dumpus. Every tumpus is a rompus. Every tumpus is a jompus. Tom is a gerpus. Every scrompus is a gorpus. Every dumpus is a impus. Oliver is a chorpus. Every rompus is a jompus. Every vumpus is a terpus. Every tumpus is a impus. Every scrompus is a jompus. Is Tom a terpus or jelpus?,Tom is a terpus.,"[""Tom is a gerpus."", ""Every gerpus is a vumpus."", ""Every vumpus is a terpus.""]",3,0,16,train
Bob is a quimpus. Every gerpus is a hilpus. Fae is a vumpus. Every quimpus is a rorpus. Every gerpus is a rorpus. Sally is a sterpus. Every terpus is a zumpus. Every terpus is a hilpus. Every terpus is a gerpus. Fae is a kerpus. Every kerpus is a brimpus. Every zhorpus is a hilpus. Bob is a zhorpus. Bob is a terpus. Every kerpus is a worpus. Every numpus is a hilpus. Every hilpus is a lorpus. Every quimpus is a numpus. Every gerpus is a yerpus. Every kerpus is a fompus. Every quimpus is a brimpus. Every scrompus is a shumpus. Every lorpus is a yerpus. Every gorpus is a timpus. Every scrompus is a vumpus. Every quimpus is a hilpus. Every worpus is a gorpus. Every worpus is a scrompus. Every fompus is a timpus. Every quimpus is a terpus. Every worpus is a brimpus. Is Fae a shumpus or rorpus?,Fae is a shumpus.,"[""Fae is a kerpus."", ""Every kerpus is a worpus."", ""Every worpus is a scrompus."", ""Every scrompus is a shumpus.""]",4,1,20,train
Sally is a numpus. Eva is a chorpus. Sally is a zumpus. Every lempus is a boompus. Every worpus is a numpus. Every worpus is a yerpus. Every worpus is a gorpus. Every worpus is a zumpus. Every zumpus is a scrompus. Every sterpus is a zhorpus. Every bompus is a chorpus. Sally is a worpus. Every lempus is a tumpus. Every bompus is a rorpus. Every lempus is a bompus. Every scrompus is a kerpus. Every zhorpus is a rorpus. Every dumpus is a chorpus. Every scrompus is a gorpus. Every zhorpus is a dumpus. Every zhorpus is a bompus. Every bompus is a jompus. Eva is a lempus. Every rorpus is a jompus. Every lempus is a sterpus. Every zhorpus is a chorpus. Every boompus is a rorpus. Every sterpus is a rorpus. Every sterpus is a jompus. Polly is a bompus. Eva is a dumpus. Is Eva a gorpus or jompus?,Eva is a jompus.,"[""Eva is a lempus."", ""Every lempus is a sterpus."", ""Every sterpus is a jompus.""]",3,1,18,train
Jack is a shumpus. Gabriel is a rempus. Every quimpus is a bompus. Sally is a numpus. Every vumpus is a jelpus. Every numpus is a rempus. Every tumpus is a dumpus. Every wumpus is a boompus. Every quimpus is a brimpus. Every numpus is a yerpus. Sally is a chorpus. Every zhorpus is a shumpus. Sally is a zhorpus. Every chorpus is a wumpus. Every shumpus is a wumpus. Every numpus is a chorpus. Every brimpus is a yimpus. Every quimpus is a jelpus. Every numpus is a zhorpus. Every quimpus is a tumpus. Every bompus is a yimpus. Sally is a yerpus. Every chorpus is a zhorpus. Every chorpus is a rempus. Every zhorpus is a wumpus. Every vumpus is a terpus. Gabriel is a gorpus. Every gorpus is a brimpus. Every gorpus is a yerpus. Every brimpus is a lorpus. Every dumpus is a jompus. Every numpus is a wumpus. Gabriel is a vumpus. Every brimpus is a gwompus. Every gorpus is a quimpus. Is Gabriel a jompus or boompus?,Gabriel is a jompus.,"[""Gabriel is a gorpus."", ""Every gorpus is a quimpus."", ""Every quimpus is a tumpus."", ""Every tumpus is a dumpus."", ""Every dumpus is a jompus.""]",5,0,23,train
Every numpus is a hilpus. Tom is a rempus. Every jompus is a timpus. Every worpus is a wumpus. Every yumpus is a scrompus. Every wumpus is a yimpus. Every wumpus is a jelpus. Every yumpus is a chorpus. Every yerpus is a jompus. Every chorpus is a scrompus. Every scrompus is a wumpus. Every chorpus is a worpus. Every jelpus is a yimpus. Every yerpus is a timpus. Max is a shumpus. Every yumpus is a rempus. Every shumpus is a hilpus. Every terpus is a shumpus. Every rorpus is a gorpus. Every worpus is a quimpus. Every impus is a rempus. Every scrompus is a quimpus. Every terpus is a gorpus. Max is a terpus. Every felpus is a rorpus. Every terpus is a felpus. Every impus is a yumpus. Every numpus is a shumpus. Every impus is a yerpus. Every rorpus is a vumpus. Every yumpus is a timpus. Tom is a impus. Max is a numpus. Every numpus is a felpus. Is Tom a vumpus or yimpus?,Tom is a yimpus.,"[""Tom is a impus."", ""Every impus is a yumpus."", ""Every yumpus is a scrompus."", ""Every scrompus is a wumpus."", ""Every wumpus is a yimpus.""]",5,1,21,train
Wren is a storpus. Every felpus is a wumpus. Every shumpus is a rempus. Every vumpus is a worpus. Every worpus is a rompus. Every gerpus is a storpus. Wren is a gerpus. Every dumpus is a fompus. Every dumpus is a jelpus. Every dumpus is a chorpus. Every yimpus is a felpus. Every storpus is a zhorpus. Every quimpus is a rorpus. Eva is a dumpus. Every storpus is a rempus. Eva is a rorpus. Every grimpus is a hilpus. Wren is a yerpus. Eva is a grimpus. Every felpus is a vumpus. Every storpus is a shumpus. Every jelpus is a numpus. Every chorpus is a rompus. Every zhorpus is a rempus. Wren is a yimpus. Wren is a fompus. Every storpus is a yerpus. Every dumpus is a terpus. Every numpus is a chorpus. Every dumpus is a numpus. Every felpus is a worpus. Every numpus is a timpus. Eva is a fompus. Every yimpus is a storpus. Eva is a quimpus. Every shumpus is a wumpus. Every chorpus is a quimpus. Every yimpus is a gerpus. Every worpus is a zhorpus. Every gerpus is a vumpus. Every storpus is a rompus. Every numpus is a quimpus. Is Wren a hilpus or wumpus?,Wren is a wumpus.,"[""Wren is a yimpus."", ""Every yimpus is a felpus."", ""Every felpus is a wumpus.""]",3,1,14,train
Every jompus is a jelpus. Every storpus is a shumpus. Every bompus is a jompus. Every zhorpus is a vumpus. Every bompus is a gorpus. Every grimpus is a boompus. Every kerpus is a shumpus. Carol is a vumpus. Carol is a bompus. Every jompus is a vumpus. Every jompus is a yerpus. Every jelpus is a vumpus. Every jompus is a rompus. Every zhorpus is a jelpus. Every brimpus is a grimpus. Every bompus is a lempus. Fae is a brimpus. Every grimpus is a storpus. Every grimpus is a kerpus. Every zhorpus is a yimpus. Every jompus is a yimpus. Eva is a lempus. Every brimpus is a storpus. Gabriel is a gorpus. Every boompus is a lempus. Carol is a jompus. Every jelpus is a zumpus. Every vumpus is a gwompus. Every storpus is a dumpus. Every jelpus is a rompus. Every bompus is a zhorpus. Every zhorpus is a rompus. Every brimpus is a shumpus. Every storpus is a gorpus. Every bompus is a vumpus. Every brimpus is a kerpus. Is Fae a yerpus or dumpus?,Fae is a dumpus.,"[""Fae is a brimpus."", ""Every brimpus is a storpus."", ""Every storpus is a dumpus.""]",3,0,15,train
Carol is a yimpus. Every storpus is a zhorpus. Every shumpus is a terpus. Every yimpus is a rompus. Every grimpus is a hilpus. Every quimpus is a gwompus. Every worpus is a timpus. Every wumpus is a storpus. Every wumpus is a quimpus. Every quimpus is a worpus. Every hilpus is a terpus. Every hilpus is a impus. Every grimpus is a terpus. Every chorpus is a scrompus. Every sterpus is a shumpus. Carol is a wumpus. Polly is a sterpus. Every yimpus is a boompus. Every sterpus is a chorpus. Every sterpus is a impus. Every sterpus is a grimpus. Carol is a worpus. Polly is a chorpus. Every worpus is a yumpus. Every yumpus is a rompus. Carol is a timpus. Every chorpus is a shumpus. Every rompus is a rorpus. Every quimpus is a felpus. Every impus is a scrompus. Every wumpus is a worpus. Polly is a grimpus. Every gwompus is a felpus. Is Carol a scrompus or zhorpus?,Carol is a zhorpus.,"[""Carol is a wumpus."", ""Every wumpus is a storpus."", ""Every storpus is a zhorpus.""]",3,1,20,train
Every lorpus is a yimpus. Every hilpus is a dumpus. Tom is a felpus. Every yimpus is a impus. Every yerpus is a shumpus. Every gerpus is a yerpus. Every tumpus is a zhorpus. Every gwompus is a lempus. Fae is a worpus. Every worpus is a shumpus. Every grimpus is a hilpus. Every yerpus is a sterpus. Every grimpus is a lempus. Every gerpus is a jelpus. Fae is a gorpus. Every tumpus is a sterpus. Every vumpus is a yimpus. Every gwompus is a jompus. Every sterpus is a timpus. Every gwompus is a felpus. Every felpus is a grimpus. Every yimpus is a hilpus. Tom is a lorpus. Every lempus is a vumpus. Every sterpus is a zhorpus. Every shumpus is a rempus. Every lorpus is a lempus. Tom is a gwompus. Every shumpus is a dumpus. Every worpus is a gerpus. Every jelpus is a rempus. Every grimpus is a vumpus. Every gorpus is a tumpus. Every lorpus is a jompus. Is Fae a impus or timpus?,Fae is a timpus.,"[""Fae is a gorpus."", ""Every gorpus is a tumpus."", ""Every tumpus is a sterpus."", ""Every sterpus is a timpus.""]",4,1,19,train
Every sterpus is a dumpus. Every brimpus is a vumpus. Every yimpus is a sterpus. Every yimpus is a brimpus. Every yerpus is a impus. Eva is a boompus. Every bompus is a boompus. Eva is a rempus. Every yimpus is a impus. Every storpus is a dumpus. Every yerpus is a hilpus. Every yimpus is a tumpus. Every scrompus is a lorpus. Every bompus is a scrompus. Every yerpus is a dumpus. Every yimpus is a yerpus. Every sterpus is a timpus. Every yimpus is a terpus. Every scrompus is a rompus. Every terpus is a dumpus. Oliver is a rempus. Every numpus is a dumpus. Every timpus is a numpus. Every lorpus is a vumpus. Every scrompus is a chorpus. Every numpus is a hilpus. Every timpus is a terpus. Every bompus is a rompus. Every timpus is a dumpus. Every bompus is a chorpus. Every rompus is a chorpus. Eva is a bompus. Eva is a scrompus. Eva is a rompus. Every yerpus is a brimpus. Every storpus is a yimpus. Every rompus is a fompus. Every bompus is a lorpus. Every storpus is a sterpus. Oliver is a storpus. Every yimpus is a vumpus. Every impus is a hilpus. Every hilpus is a tumpus. Every sterpus is a yerpus. Eva is a lorpus. Is Oliver a chorpus or tumpus?,Oliver is a tumpus.,"[""Oliver is a storpus."", ""Every storpus is a yimpus."", ""Every yimpus is a tumpus.""]",3,1,22,train
Every felpus is a dumpus. Every boompus is a felpus. Every fompus is a vumpus. Every rorpus is a sterpus. Oliver is a jelpus. Every yumpus is a wumpus. Every impus is a terpus. Every boompus is a dumpus. Every quimpus is a zumpus. Every brimpus is a quimpus. Every vumpus is a rorpus. Every gerpus is a jompus. Every rorpus is a terpus. Oliver is a gerpus. Every wumpus is a zumpus. Every scrompus is a yumpus. Every wumpus is a felpus. Eva is a scrompus. Every vumpus is a felpus. Every chorpus is a terpus. Every brimpus is a jompus. Every quimpus is a jompus. Every chorpus is a boompus. Every chorpus is a sterpus. Every quimpus is a jelpus. Every gerpus is a brimpus. Every brimpus is a jelpus. Eva is a wumpus. Every quimpus is a dumpus. Oliver is a jompus. Every yumpus is a chorpus. Every chorpus is a impus. Sam is a zumpus. Every fompus is a felpus. Every brimpus is a zumpus. Every scrompus is a yerpus. Eva is a impus. Sam is a worpus. Every chorpus is a fompus. Is Eva a jompus or sterpus?,Eva is a sterpus.,"[""Eva is a scrompus."", ""Every scrompus is a yumpus."", ""Every yumpus is a chorpus."", ""Every chorpus is a sterpus.""]",4,1,20,train
Every vumpus is a kerpus. Every impus is a gerpus. Every timpus is a tumpus. Every tumpus is a sterpus. Every rorpus is a yumpus. Sam is a tumpus. Every timpus is a impus. Bob is a lorpus. Every vumpus is a yerpus. Every vumpus is a shumpus. Every sterpus is a yumpus. Every gwompus is a yerpus. Bob is a quimpus. Every rorpus is a rempus. Sam is a timpus. Every impus is a yumpus. Every gwompus is a scrompus. Every lorpus is a gwompus. Every lorpus is a scrompus. Every shumpus is a kerpus. Every felpus is a rempus. Every quimpus is a vumpus. Every felpus is a yumpus. Every impus is a rorpus. Every vumpus is a lorpus. Bob is a shumpus. Every gerpus is a yumpus. Every quimpus is a scrompus. Every lorpus is a shumpus. Every gerpus is a felpus. Every impus is a rempus. Is Sam a kerpus or rempus?,Sam is a rempus.,"[""Sam is a timpus."", ""Every timpus is a impus."", ""Every impus is a rempus.""]",3,0,14,train
Every lempus is a rempus. Every zumpus is a gorpus. Stella is a wumpus. Every sterpus is a dumpus. Every boompus is a fompus. Eva is a zhorpus. Every gorpus is a brimpus. Every fompus is a scrompus. Every gorpus is a sterpus. Every rompus is a boompus. Every sterpus is a brimpus. Every wumpus is a rorpus. Every rorpus is a scrompus. Every jelpus is a zumpus. Stella is a fompus. Eva is a zumpus. Every jelpus is a yimpus. Every boompus is a rempus. Every sterpus is a chorpus. Every sterpus is a yimpus. Every fompus is a rempus. Stella is a rompus. Every rempus is a scrompus. Every sterpus is a terpus. Every jelpus is a dumpus. Stella is a boompus. Every boompus is a scrompus. Every boompus is a wumpus. Every jelpus is a brimpus. Every rompus is a scrompus. Every terpus is a dumpus. Every rompus is a yimpus. Every zhorpus is a zumpus. Every rompus is a impus. Every rompus is a wumpus. Every wumpus is a rempus. Stella is a lempus. Sam is a zhorpus. Eva is a jelpus. Is Eva a scrompus or chorpus?,Eva is a chorpus.,"[""Eva is a zumpus."", ""Every zumpus is a gorpus."", ""Every gorpus is a sterpus."", ""Every sterpus is a chorpus.""]",4,1,14,train
Sam is a lempus. Every storpus is a gerpus. Every impus is a vumpus. Sam is a rorpus. Sam is a zhorpus. Every grimpus is a wumpus. Sam is a wumpus. Every scrompus is a tumpus. Every grimpus is a impus. Every grimpus is a gwompus. Every zhorpus is a lempus. Every zhorpus is a rorpus. Bob is a storpus. Every hilpus is a sterpus. Every hilpus is a vumpus. Every tumpus is a yumpus. Every sterpus is a gwompus. Every sterpus is a impus. Every hilpus is a tumpus. Every gerpus is a impus. Every zhorpus is a jelpus. Every storpus is a grimpus. Every grimpus is a gerpus. Every sterpus is a gerpus. Every rorpus is a lempus. Every sterpus is a wumpus. Bob is a felpus. Every storpus is a scrompus. Every scrompus is a impus. Every grimpus is a sterpus. Every jelpus is a lempus. Every gerpus is a timpus. Every rorpus is a timpus. Every storpus is a hilpus. Every grimpus is a scrompus. Is Bob a lempus or yumpus?,Bob is a yumpus.,"[""Bob is a storpus."", ""Every storpus is a scrompus."", ""Every scrompus is a tumpus."", ""Every tumpus is a yumpus.""]",4,1,19,train
Every gorpus is a hilpus. Alex is a gorpus. Every vumpus is a lorpus. Rex is a fompus. Davis is a yumpus. Every worpus is a gerpus. Every grimpus is a boompus. Every yerpus is a wumpus. Every yerpus is a storpus. Every fompus is a timpus. Every yerpus is a vumpus. Rex is a grimpus. Every hilpus is a lorpus. Every gorpus is a storpus. Every grimpus is a dumpus. Every worpus is a gorpus. Davis is a wumpus. Every yumpus is a storpus. Every gwompus is a hilpus. Every gorpus is a gerpus. Every gwompus is a storpus. Every gwompus is a terpus. Every yerpus is a worpus. Davis is a yerpus. Every storpus is a jelpus. Every gorpus is a gwompus. Is Davis a dumpus or terpus?,Davis is a terpus.,"[""Davis is a yerpus."", ""Every yerpus is a worpus."", ""Every worpus is a gorpus."", ""Every gorpus is a gwompus."", ""Every gwompus is a terpus.""]",5,0,20,train
Every numpus is a wumpus. Every gorpus is a rempus. Fae is a numpus. Every rorpus is a lempus. Every chorpus is a rorpus. Fae is a wumpus. Fae is a bompus. Oliver is a brimpus. Oliver is a storpus. Every vumpus is a lorpus. Every terpus is a bompus. Every yumpus is a yerpus. Every zhorpus is a wumpus. Every zhorpus is a lempus. Fae is a brimpus. Every yerpus is a rompus. Every zhorpus is a chorpus. Every numpus is a lempus. Every yumpus is a rempus. Every vumpus is a zumpus. Every numpus is a chorpus. Every terpus is a gorpus. Every storpus is a lorpus. Every storpus is a rempus. Every gorpus is a felpus. Fae is a lorpus. Every zumpus is a yumpus. Every zhorpus is a rorpus. Every zhorpus is a numpus. Every yumpus is a boompus. Oliver is a vumpus. Every chorpus is a lempus. Oliver is a terpus. Fae is a zhorpus. Every zumpus is a rempus. Is Oliver a rompus or wumpus?,Oliver is a rompus.,"[""Oliver is a vumpus."", ""Every vumpus is a zumpus."", ""Every zumpus is a yumpus."", ""Every yumpus is a yerpus."", ""Every yerpus is a rompus.""]",5,1,21,train
